Date,User,Message
2026-01-11 04:39:50,커피중독,무슨 라이브러리 쓰세요?
2026-01-11 04:54:02,신입인사,배포 자동화 어떻게 하세요?
2026-01-11 04:57:47,커피중독,배포 자동화 어떻게 하세요?
2026-01-11 05:05:28,논쟁왕,저희 서비스 피드백 부탁드려요
2026-01-11 05:10:13,밤샘개발자,요즘 클로드 코드 진짜 좋네요
2026-01-11 05:23:48,프롬프트냥이,토큰 값이 부담이네요 ㅠㅠ
2026-01-11 05:24:46,커피중독,ㅋㅋㅋㅋ 이건 못참지
2026-01-11 05:34:54,빛나는 수달,저희 서비스 피드백 부탁드려요
2026-01-11 05:42:40,커피중독,임베딩 모델 추천 좀요
2026-01-11 05:54:45,오픈소스러,임베딩 모델 추천 좀요
2026-01-11 06:00:46,프로덕트메이커,이거 혹시 어떻게 하나요?
2026-01-11 06:02:38,디자인하는나무,베타 테스터 모집합니다
2026-01-11 06:16:02,프로덕트메이커,caddy 리버스프록시 편하던데요
2026-01-11 06:27:38,논쟁왕,오늘 날씨 좋네요
2026-01-11 06:34:05,오픈소스러,에이전트 오케스트레이션 재밌음
2026-01-11 06:35:01,논쟁왕,에이전트 오케스트레이션 재밌음
2026-01-11 06:41:59,질문요정,저희 서비스 피드백 부탁드려요
2026-01-11 06:56:33,프롬프트냥이,요즘 클로드 코드 진짜 좋네요
2026-01-11 07:09:11,코드짜는 곰,이거 혹시 어떻게 하나요?
2026-01-11 07:18:26,프롬프트냥이,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-11 07:19:59,코드짜는 곰,배포 자동화 어떻게 하세요?
2026-01-11 07:30:52,코드짜는 곰,사진
2026-01-11 07:41:59,코드짜는 곰,다들 점심 뭐 드셨어요
2026-01-11 07:52:24,질문요정,요즘 클로드 코드 진짜 좋네요
2026-01-11 07:56:29,질문요정,배포 자동화 어떻게 하세요?
2026-01-11 08:09:24,커피중독,다들 점심 뭐 드셨어요
2026-01-11 08:12:04,서버지기,도커 컴포즈로 올렸어요
2026-01-11 08:14:27,신입인사,배포 자동화 어떻게 하세요?
2026-01-11 08:17:35,프롬프트냥이,도커 컴포즈로 올렸어요
2026-01-11 08:28:42,커피중독,도커 컴포즈로 올렸어요
2026-01-11 08:29:09,조용한관찰자,에이전트 오케스트레이션 재밌음
2026-01-11 08:36:35,오픈소스러,caddy 리버스프록시 편하던데요
2026-01-11 08:44:36,모델러,caddy 리버스프록시 편하던데요
2026-01-11 08:48:00,오픈소스러,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-11 08:54:16,모델러,임베딩 모델 추천 좀요
2026-01-11 09:03:38,밤샘개발자,베타 테스터 모집합니다
2026-01-11 09:12:37,드립장인,에러 나는데 봐주실 분?
2026-01-11 09:26:32,링크수집가,이 방식이 맞나요?
2026-01-11 09:27:36,코드짜는 곰,주말에 뭐하세요
2026-01-11 09:38:27,프롬프트냥이,요즘 클로드 코드 진짜 좋네요
2026-01-11 09:41:47,조용한관찰자,토큰 값이 부담이네요 ㅠㅠ
2026-01-11 09:46:07,프롬프트냥이,저희 서비스 피드백 부탁드려요
2026-01-11 09:58:00,서버지기,도커 컴포즈로 올렸어요
2026-01-11 10:10:55,모델러,배포 자동화 어떻게 하세요?
2026-01-11 10:21:14,오픈소스러,토큰 값이 부담이네요 ㅠㅠ
2026-01-11 10:29:19,조용한관찰자,무슨 라이브러리 쓰세요?
2026-01-11 10:40:26,디자인하는나무,ㅋㅋㅋㅋ 이건 못참지
2026-01-11 10:50:28,코드짜는 곰,ㅋㅋㅋㅋ 이건 못참지
2026-01-11 10:57:56,조용한관찰자,ㅋㅋㅋㅋ 이건 못참지
2026-01-11 11:11:44,조용한관찰자,저희 서비스 피드백 부탁드려요
2026-01-11 11:26:41,취준생J,에러 나는데 봐주실 분?
2026-01-11 11:31:46,빛나는 수달,에러 나는데 봐주실 분?
2026-01-11 11:35:53,링크수집가,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-11 11:44:14,취준생J,토큰 값이 부담이네요 ㅠㅠ
2026-01-11 11:58:11,밤샘개발자,이 방식이 맞나요?
2026-01-11 11:58:43,모델러,caddy 리버스프록시 편하던데요
2026-01-11 12:00:35,빛나는 수달,무슨 라이브러리 쓰세요?
2026-01-11 12:10:39,빛나는 수달,이 방식이 맞나요?
2026-01-11 12:17:54,조용한관찰자,이모티콘
2026-01-11 12:28:56,질문요정,무슨 라이브러리 쓰세요?
2026-01-11 12:42:06,신입인사,저희 서비스 피드백 부탁드려요
2026-01-11 12:54:07,질문요정,베타 테스터 모집합니다
2026-01-11 13:05:57,디자인하는나무,요즘 클로드 코드 진짜 좋네요
2026-01-11 13:06:58,디자인하는나무,ㅋㅋㅋㅋ 이건 못참지
2026-01-11 13:16:52,논쟁왕,오라클 프리티어 쓰는 중
2026-01-11 13:25:21,논쟁왕,오라클 프리티어 쓰는 중
2026-01-11 13:37:17,모델러,다들 점심 뭐 드셨어요
2026-01-11 13:45:54,취준생J,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-11 14:00:19,클라우드덕후,오늘 날씨 좋네요
2026-01-11 14:12:28,질문요정,배포 자동화 어떻게 하세요?
2026-01-11 14:15:51,프로덕트메이커,요즘 클로드 코드 진짜 좋네요
2026-01-11 14:18:42,오픈소스러,caddy 리버스프록시 편하던데요
2026-01-11 14:24:02,모델러,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-11 14:36:57,빛나는 수달,ㅋㅋㅋㅋ 이건 못참지
2026-01-11 14:41:14,취준생J,오늘 날씨 좋네요
2026-01-11 14:54:59,서버지기,이 방식이 맞나요?
2026-01-11 15:08:47,프로덕트메이커,오라클 프리티어 쓰는 중
2026-01-11 15:14:02,코드짜는 곰,오라클 프리티어 쓰는 중
2026-01-11 15:24:55,조용한관찰자,베타 테스터 모집합니다
2026-01-11 15:37:20,링크수집가,caddy 리버스프록시 편하던데요
2026-01-11 15:47:28,링크수집가,무슨 라이브러리 쓰세요?
2026-01-11 15:59:52,코드짜는 곰,주말에 뭐하세요
2026-01-11 16:02:58,클라우드덕후,다들 점심 뭐 드셨어요
2026-01-11 16:11:49,링크수집가,무슨 라이브러리 쓰세요?
2026-01-11 16:21:28,취준생J,주말에 뭐하세요
2026-01-11 16:34:40,링크수집가,저희 서비스 피드백 부탁드려요
2026-01-11 16:46:45,밤샘개발자,이거 혹시 어떻게 하나요?
2026-01-11 16:52:20,빛나는 수달,에러 나는데 봐주실 분?
2026-01-11 16:53:36,논쟁왕,저희 서비스 피드백 부탁드려요
2026-01-11 16:58:40,논쟁왕,요즘 클로드 코드 진짜 좋네요
2026-01-11 17:10:27,질문요정,베타 테스터 모집합니다
2026-01-11 17:21:06,취준생J,에이전트 오케스트레이션 재밌음
2026-01-11 17:36:00,모델러,오늘 날씨 좋네요
2026-01-11 17:42:19,프로덕트메이커,이거 혹시 어떻게 하나요?
2026-01-11 17:55:18,모델러,무슨 라이브러리 쓰세요?
2026-01-11 18:02:52,모델러,도커 컴포즈로 올렸어요
2026-01-11 18:12:09,서버지기,임베딩 모델 추천 좀요
2026-01-11 18:19:28,신입인사,에러 나는데 봐주실 분?
2026-01-11 18:32:41,링크수집가,caddy 리버스프록시 편하던데요
2026-01-11 18:41:23,코드짜는 곰,커피 한 잔 하고 갑니다
2026-01-11 18:49:37,드립장인,요즘 클로드 코드 진짜 좋네요
2026-01-11 19:00:52,오픈소스러,에이전트 오케스트레이션 재밌음
2026-01-11 19:04:15,오픈소스러,도커 컴포즈로 올렸어요
2026-01-11 19:05:43,디자인하는나무,베타 테스터 모집합니다
2026-01-11 19:16:46,오픈소스러,로컬 모델 돌려보신 분?
2026-01-11 19:31:31,신입인사,도커 컴포즈로 올렸어요
2026-01-11 19:43:40,링크수집가,사진
2026-01-11 19:50:09,모델러,다들 점심 뭐 드셨어요
2026-01-11 19:51:47,취준생J,caddy 리버스프록시 편하던데요
2026-01-11 19:54:58,클라우드덕후,주말에 뭐하세요
2026-01-11 20:00:26,신입인사,다들 점심 뭐 드셨어요
2026-01-11 20:03:13,빛나는 수달,오라클 프리티어 쓰는 중
2026-01-11 20:09:21,조용한관찰자,gpt랑 비교하면 어때요?
2026-01-11 20:12:53,클라우드덕후,저희 서비스 피드백 부탁드려요
2026-01-11 20:22:17,클라우드덕후,토큰 값이 부담이네요 ㅠㅠ
2026-01-11 20:36:35,링크수집가,토큰 값이 부담이네요 ㅠㅠ
2026-01-11 20:39:17,프롬프트냥이,저희 서비스 피드백 부탁드려요
2026-01-11 20:51:43,프로덕트메이커,에이전트 오케스트레이션 재밌음
2026-01-11 21:06:40,링크수집가,오라클 프리티어 쓰는 중
2026-01-11 21:08:20,모델러,사진
2026-01-11 21:16:55,모델러,gpt랑 비교하면 어때요?
2026-01-11 21:26:00,코드짜는 곰,이거 혹시 어떻게 하나요?
2026-01-11 21:31:28,빛나는 수달,요즘 클로드 코드 진짜 좋네요
2026-01-11 21:35:12,조용한관찰자,다들 점심 뭐 드셨어요
2026-01-11 21:40:16,디자인하는나무,ㅋㅋㅋㅋ 이건 못참지
2026-01-11 21:51:03,드립장인,저희 서비스 피드백 부탁드려요
2026-01-11 22:04:24,빛나는 수달,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-11 22:07:39,클라우드덕후,에이전트 오케스트레이션 재밌음
2026-01-11 22:16:35,오픈소스러,커피 한 잔 하고 갑니다
2026-01-11 22:18:44,조용한관찰자,오늘 날씨 좋네요
2026-01-11 22:26:01,밤샘개발자,다들 점심 뭐 드셨어요
2026-01-11 22:34:48,디자인하는나무,커피 한 잔 하고 갑니다
2026-01-11 22:43:33,밤샘개발자,무슨 라이브러리 쓰세요?
2026-01-11 22:55:36,프롬프트냥이,배포 자동화 어떻게 하세요?
2026-01-11 22:59:09,질문요정,무슨 라이브러리 쓰세요?
2026-01-11 23:07:52,밤샘개발자,이 방식이 맞나요?
2026-01-11 23:10:14,링크수집가,이 방식이 맞나요?
2026-01-11 23:23:13,조용한관찰자,로컬 모델 돌려보신 분?
2026-01-11 23:33:42,커피중독,gpt랑 비교하면 어때요?
2026-01-11 23:38:47,신입인사,무슨 라이브러리 쓰세요?
2026-01-11 23:46:01,오픈소스러,베타 테스터 모집합니다
2026-01-11 23:48:26,신입인사,이 방식이 맞나요?
2026-01-11 23:49:16,밤샘개발자,이모티콘
2026-01-11 23:52:39,커피중독,저희 서비스 피드백 부탁드려요
2026-01-12 00:03:37,밤샘개발자,에이전트 오케스트레이션 재밌음
2026-01-12 00:17:28,프롬프트냥이,오라클 프리티어 쓰는 중
2026-01-12 00:22:15,클라우드덕후,커피 한 잔 하고 갑니다
2026-01-12 00:23:07,모델러,토큰 값이 부담이네요 ㅠㅠ
2026-01-12 00:31:00,프롬프트냥이,요즘 클로드 코드 진짜 좋네요
2026-01-12 00:44:38,프로덕트메이커,배포 자동화 어떻게 하세요?
2026-01-12 00:51:36,오픈소스러,임베딩 모델 추천 좀요
2026-01-12 01:03:37,클라우드덕후,베타 테스터 모집합니다
2026-01-12 01:12:35,코드짜는 곰,무슨 라이브러리 쓰세요?
2026-01-12 01:23:26,디자인하는나무,주말에 뭐하세요
2026-01-12 01:25:57,디자인하는나무,사진
2026-01-12 01:36:57,서버지기,이거 혹시 어떻게 하나요?
2026-01-12 01:44:18,디자인하는나무,에이전트 오케스트레이션 재밌음
2026-01-12 01:49:57,질문요정,로컬 모델 돌려보신 분?
2026-01-12 01:59:28,서버지기,토큰 값이 부담이네요 ㅠㅠ
2026-01-12 02:08:35,모델러,다들 점심 뭐 드셨어요
2026-01-12 02:14:19,커피중독,베타 테스터 모집합니다
2026-01-12 02:22:59,밤샘개발자,오라클 프리티어 쓰는 중
2026-01-12 02:34:42,서버지기,오라클 프리티어 쓰는 중
2026-01-12 02:43:30,질문요정,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 02:53:37,커피중독,도커 컴포즈로 올렸어요
2026-01-12 03:04:03,서버지기,다들 점심 뭐 드셨어요
2026-01-12 03:11:40,논쟁왕,다들 점심 뭐 드셨어요
2026-01-12 03:25:43,프로덕트메이커,무슨 라이브러리 쓰세요?
2026-01-12 03:36:42,취준생J,에러 나는데 봐주실 분?
2026-01-12 03:45:50,조용한관찰자,베타 테스터 모집합니다
2026-01-12 03:58:50,프롬프트냥이,커피 한 잔 하고 갑니다
2026-01-12 04:06:34,코드짜는 곰,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 04:09:28,프로덕트메이커,이 방식이 맞나요?
2026-01-12 04:10:53,논쟁왕,무슨 라이브러리 쓰세요?
2026-01-12 04:15:35,드립장인,에러 나는데 봐주실 분?
2026-01-12 04:20:06,프로덕트메이커,이 방식이 맞나요?
2026-01-12 04:31:28,코드짜는 곰,이모티콘
2026-01-12 04:45:16,신입인사,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 04:57:55,오픈소스러,요즘 클로드 코드 진짜 좋네요
2026-01-12 05:08:31,프로덕트메이커,토큰 값이 부담이네요 ㅠㅠ
2026-01-12 05:10:23,커피중독,caddy 리버스프록시 편하던데요
2026-01-12 05:12:46,취준생J,저희 서비스 피드백 부탁드려요
2026-01-12 05:17:09,밤샘개발자,주말에 뭐하세요
2026-01-12 05:31:14,드립장인,에러 나는데 봐주실 분?
2026-01-12 05:36:15,프롬프트냥이,무슨 라이브러리 쓰세요?
2026-01-12 05:45:41,디자인하는나무,로컬 모델 돌려보신 분?
2026-01-12 05:50:13,신입인사,오라클 프리티어 쓰는 중
2026-01-12 05:55:48,빛나는 수달,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 05:57:03,드립장인,커피 한 잔 하고 갑니다
2026-01-12 06:09:20,디자인하는나무,임베딩 모델 추천 좀요
2026-01-12 06:16:17,빛나는 수달,무슨 라이브러리 쓰세요?
2026-01-12 06:29:31,드립장인,ㅋㅋㅋㅋ 이건 못참지
2026-01-12 06:37:20,서버지기,이거 혹시 어떻게 하나요?
2026-01-12 06:50:58,오픈소스러,이 방식이 맞나요?
2026-01-12 06:58:30,밤샘개발자,오라클 프리티어 쓰는 중
2026-01-12 07:09:06,클라우드덕후,오늘 날씨 좋네요
2026-01-12 07:20:22,조용한관찰자,사진
2026-01-12 07:24:06,프로덕트메이커,커피 한 잔 하고 갑니다
2026-01-12 07:33:14,링크수집가,저희 서비스 피드백 부탁드려요
2026-01-12 07:41:16,오픈소스러,오라클 프리티어 쓰는 중
2026-01-12 07:47:11,프로덕트메이커,도커 컴포즈로 올렸어요
2026-01-12 07:53:57,드립장인,요즘 클로드 코드 진짜 좋네요
2026-01-12 08:04:58,드립장인,토큰 값이 부담이네요 ㅠㅠ
2026-01-12 08:08:10,코드짜는 곰,이 방식이 맞나요?
2026-01-12 08:14:46,조용한관찰자,사진
2026-01-12 08:24:04,모델러,이 방식이 맞나요?
2026-01-12 08:27:39,신입인사,오늘 날씨 좋네요
2026-01-12 08:31:30,논쟁왕,ㅋㅋㅋㅋ 이건 못참지
2026-01-12 08:34:19,빛나는 수달,주말에 뭐하세요
2026-01-12 08:38:53,디자인하는나무,저희 서비스 피드백 부탁드려요
2026-01-12 08:47:13,링크수집가,오늘 날씨 좋네요
2026-01-12 08:59:38,모델러,베타 테스터 모집합니다
2026-01-12 09:00:51,서버지기,배포 자동화 어떻게 하세요?
2026-01-12 09:12:37,코드짜는 곰,로컬 모델 돌려보신 분?
2026-01-12 09:19:41,디자인하는나무,도커 컴포즈로 올렸어요
2026-01-12 09:28:36,오픈소스러,오늘 날씨 좋네요
2026-01-12 09:37:59,모델러,오라클 프리티어 쓰는 중
2026-01-12 09:40:29,오픈소스러,주말에 뭐하세요
2026-01-12 09:45:18,신입인사,베타 테스터 모집합니다
2026-01-12 09:58:12,오픈소스러,사진
2026-01-12 10:01:04,코드짜는 곰,사진
2026-01-12 10:05:50,조용한관찰자,이 방식이 맞나요?
2026-01-12 10:14:36,코드짜는 곰,무슨 라이브러리 쓰세요?
2026-01-12 10:22:44,오픈소스러,에이전트 오케스트레이션 재밌음
2026-01-12 10:24:39,논쟁왕,ㅋㅋㅋㅋ 이건 못참지
2026-01-12 10:39:01,신입인사,저희 서비스 피드백 부탁드려요
2026-01-12 10:39:25,취준생J,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 10:52:51,오픈소스러,사진
2026-01-12 11:04:48,밤샘개발자,무슨 라이브러리 쓰세요?
2026-01-12 11:19:25,서버지기,도커 컴포즈로 올렸어요
2026-01-12 11:31:00,오픈소스러,이모티콘
2026-01-12 11:32:04,프롬프트냥이,커피 한 잔 하고 갑니다
2026-01-12 11:46:04,프로덕트메이커,다들 점심 뭐 드셨어요
2026-01-12 11:56:40,커피중독,토큰 값이 부담이네요 ㅠㅠ
2026-01-12 12:10:09,커피중독,요즘 클로드 코드 진짜 좋네요
2026-01-12 12:23:47,커피중독,ㅋㅋㅋㅋ 이건 못참지
2026-01-12 12:31:29,프로덕트메이커,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 12:38:05,취준생J,배포 자동화 어떻게 하세요?
2026-01-12 12:42:59,모델러,토큰 값이 부담이네요 ㅠㅠ
2026-01-12 12:50:43,모델러,요즘 클로드 코드 진짜 좋네요
2026-01-12 13:02:35,드립장인,배포 자동화 어떻게 하세요?
2026-01-12 13:04:20,프로덕트메이커,이 방식이 맞나요?
2026-01-12 13:09:47,링크수집가,오라클 프리티어 쓰는 중
2026-01-12 13:15:09,코드짜는 곰,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 13:24:11,모델러,이거 혹시 어떻게 하나요?
2026-01-12 13:38:23,신입인사,주말에 뭐하세요
2026-01-12 13:38:59,밤샘개발자,에러 나는데 봐주실 분?
2026-01-12 13:40:05,질문요정,무슨 라이브러리 쓰세요?
2026-01-12 13:53:20,프롬프트냥이,베타 테스터 모집합니다
2026-01-12 14:07:29,조용한관찰자,caddy 리버스프록시 편하던데요
2026-01-12 14:12:14,밤샘개발자,사진
2026-01-12 14:14:33,빛나는 수달,배포 자동화 어떻게 하세요?
2026-01-12 14:26:06,오픈소스러,커피 한 잔 하고 갑니다
2026-01-12 14:38:13,커피중독,이모티콘
2026-01-12 14:40:27,빛나는 수달,도커 컴포즈로 올렸어요
2026-01-12 14:51:52,드립장인,에러 나는데 봐주실 분?
2026-01-12 14:54:43,오픈소스러,이거 혹시 어떻게 하나요?
2026-01-12 15:07:39,프롬프트냥이,사진
2026-01-12 15:15:39,드립장인,오라클 프리티어 쓰는 중
2026-01-12 15:16:51,서버지기,요즘 클로드 코드 진짜 좋네요
2026-01-12 15:24:16,오픈소스러,저희 서비스 피드백 부탁드려요
2026-01-12 15:25:13,오픈소스러,이 방식이 맞나요?
2026-01-12 15:37:07,오픈소스러,도커 컴포즈로 올렸어요
2026-01-12 15:42:50,클라우드덕후,로컬 모델 돌려보신 분?
2026-01-12 15:51:14,밤샘개발자,무슨 라이브러리 쓰세요?
2026-01-12 15:54:19,프로덕트메이커,배포 자동화 어떻게 하세요?
2026-01-12 15:58:23,서버지기,저희 서비스 피드백 부탁드려요
2026-01-12 16:03:43,커피중독,무슨 라이브러리 쓰세요?
2026-01-12 16:18:27,조용한관찰자,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 16:30:10,오픈소스러,caddy 리버스프록시 편하던데요
2026-01-12 16:32:13,모델러,무슨 라이브러리 쓰세요?
2026-01-12 16:32:51,디자인하는나무,주말에 뭐하세요
2026-01-12 16:47:51,취준생J,요즘 클로드 코드 진짜 좋네요
2026-01-12 16:52:03,밤샘개발자,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 17:05:46,디자인하는나무,임베딩 모델 추천 좀요
2026-01-12 17:17:52,취준생J,저희 서비스 피드백 부탁드려요
2026-01-12 17:25:40,프롬프트냥이,요즘 클로드 코드 진짜 좋네요
2026-01-12 17:40:38,밤샘개발자,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 17:42:58,논쟁왕,ㅋㅋㅋㅋ 이건 못참지
2026-01-12 17:56:18,취준생J,이거 혹시 어떻게 하나요?
2026-01-12 18:10:36,링크수집가,gpt랑 비교하면 어때요?
2026-01-12 18:24:03,빛나는 수달,배포 자동화 어떻게 하세요?
2026-01-12 18:25:50,신입인사,오늘 날씨 좋네요
2026-01-12 18:28:45,취준생J,에러 나는데 봐주실 분?
2026-01-12 18:36:04,프롬프트냥이,이모티콘
2026-01-12 18:38:53,빛나는 수달,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 18:52:23,조용한관찰자,이거 혹시 어떻게 하나요?
2026-01-12 19:03:39,링크수집가,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 19:17:37,취준생J,오늘 날씨 좋네요
2026-01-12 19:27:23,프로덕트메이커,사진
2026-01-12 19:32:29,취준생J,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 19:36:19,클라우드덕후,저희 서비스 피드백 부탁드려요
2026-01-12 19:50:30,커피중독,오라클 프리티어 쓰는 중
2026-01-12 19:57:29,링크수집가,저희 서비스 피드백 부탁드려요
2026-01-12 20:07:14,프로덕트메이커,베타 테스터 모집합니다
2026-01-12 20:08:02,클라우드덕후,베타 테스터 모집합니다
2026-01-12 20:20:45,모델러,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 20:25:30,취준생J,사진
2026-01-12 20:36:56,밤샘개발자,이모티콘
2026-01-12 20:43:03,드립장인,저희 서비스 피드백 부탁드려요
2026-01-12 20:54:44,클라우드덕후,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 21:08:27,링크수집가,에러 나는데 봐주실 분?
2026-01-12 21:12:04,디자인하는나무,이거 혹시 어떻게 하나요?
2026-01-12 21:19:25,질문요정,요즘 클로드 코드 진짜 좋네요
2026-01-12 21:23:24,프롬프트냥이,로컬 모델 돌려보신 분?
2026-01-12 21:33:16,취준생J,무슨 라이브러리 쓰세요?
2026-01-12 21:41:06,오픈소스러,에러 나는데 봐주실 분?
2026-01-12 21:53:34,프롬프트냥이,도커 컴포즈로 올렸어요
2026-01-12 21:54:27,조용한관찰자,베타 테스터 모집합니다
2026-01-12 22:09:19,모델러,요즘 클로드 코드 진짜 좋네요
2026-01-12 22:18:34,링크수집가,로컬 모델 돌려보신 분?
2026-01-12 22:23:55,오픈소스러,gpt랑 비교하면 어때요?
2026-01-12 22:25:04,프로덕트메이커,ㅋㅋㅋㅋ 이건 못참지
2026-01-12 22:25:26,밤샘개발자,베타 테스터 모집합니다
2026-01-12 22:33:58,프로덕트메이커,베타 테스터 모집합니다
2026-01-12 22:42:24,링크수집가,배포 자동화 어떻게 하세요?
2026-01-12 22:45:16,서버지기,임베딩 모델 추천 좀요
2026-01-12 22:49:34,커피중독,사진
2026-01-12 23:01:20,프롬프트냥이,다들 점심 뭐 드셨어요
2026-01-12 23:11:25,프로덕트메이커,저희 서비스 피드백 부탁드려요
2026-01-12 23:15:02,클라우드덕후,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 23:28:10,오픈소스러,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-12 23:31:34,빛나는 수달,ㅋㅋㅋㅋ 이건 못참지
2026-01-12 23:41:47,프롬프트냥이,임베딩 모델 추천 좀요
2026-01-12 23:42:53,오픈소스러,로컬 모델 돌려보신 분?
2026-01-12 23:57:53,취준생J,오늘 날씨 좋네요
2026-01-12 23:59:54,클라우드덕후,오라클 프리티어 쓰는 중
2026-01-13 00:01:45,링크수집가,오늘 날씨 좋네요
2026-01-13 00:07:38,조용한관찰자,사진
2026-01-13 00:14:37,밤샘개발자,ㅋㅋㅋㅋ 이건 못참지
2026-01-13 00:21:21,밤샘개발자,gpt랑 비교하면 어때요?
2026-01-13 00:25:43,오픈소스러,저희 서비스 피드백 부탁드려요
2026-01-13 00:27:05,서버지기,이모티콘
2026-01-13 00:38:13,드립장인,로컬 모델 돌려보신 분?
2026-01-13 00:40:16,드립장인,저희 서비스 피드백 부탁드려요
2026-01-13 00:47:32,프롬프트냥이,에이전트 오케스트레이션 재밌음
2026-01-13 00:50:17,디자인하는나무,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-13 00:57:50,클라우드덕후,사진
2026-01-13 01:06:05,프로덕트메이커,도커 컴포즈로 올렸어요
2026-01-13 01:11:04,신입인사,무슨 라이브러리 쓰세요?
2026-01-13 01:25:44,취준생J,다들 점심 뭐 드셨어요
2026-01-13 01:27:15,프로덕트메이커,토큰 값이 부담이네요 ㅠㅠ
2026-01-13 01:39:57,클라우드덕후,오늘 날씨 좋네요
2026-01-13 01:53:58,서버지기,주말에 뭐하세요
2026-01-13 01:58:57,드립장인,주말에 뭐하세요
2026-01-13 02:04:53,빛나는 수달,이모티콘
2026-01-13 02:05:22,조용한관찰자,이 방식이 맞나요?
2026-01-13 02:19:08,질문요정,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-13 02:27:03,밤샘개발자,오늘 날씨 좋네요
2026-01-13 02:30:24,빛나는 수달,토큰 값이 부담이네요 ㅠㅠ
2026-01-13 02:30:53,드립장인,로컬 모델 돌려보신 분?
2026-01-13 02:34:29,질문요정,저희 서비스 피드백 부탁드려요
2026-01-13 02:38:48,오픈소스러,다들 점심 뭐 드셨어요
2026-01-13 02:51:11,논쟁왕,gpt랑 비교하면 어때요?
2026-01-13 02:53:24,신입인사,저희 서비스 피드백 부탁드려요
2026-01-13 03:04:59,조용한관찰자,임베딩 모델 추천 좀요
2026-01-13 03:09:44,드립장인,저희 서비스 피드백 부탁드려요
2026-01-13 03:21:38,빛나는 수달,저희 서비스 피드백 부탁드려요
2026-01-13 03:29:42,빛나는 수달,이거 혹시 어떻게 하나요?
2026-01-13 03:44:26,모델러,다들 점심 뭐 드셨어요
2026-01-13 03:50:56,취준생J,에이전트 오케스트레이션 재밌음
2026-01-13 03:58:26,클라우드덕후,사진
2026-01-13 04:02:05,서버지기,임베딩 모델 추천 좀요
2026-01-13 04:06:16,모델러,gpt랑 비교하면 어때요?
2026-01-13 04:07:40,밤샘개발자,이모티콘
2026-01-13 04:21:36,서버지기,ㅋㅋㅋㅋ 이건 못참지
2026-01-13 04:27:44,코드짜는 곰,커피 한 잔 하고 갑니다
2026-01-13 04:41:18,프롬프트냥이,에이전트 오케스트레이션 재밌음
2026-01-13 04:42:40,코드짜는 곰,무슨 라이브러리 쓰세요?
2026-01-13 04:56:21,링크수집가,사진
2026-01-13 05:07:06,모델러,요즘 클로드 코드 진짜 좋네요
2026-01-13 05:12:27,커피중독,이거 혹시 어떻게 하나요?
2026-01-13 05:23:00,빛나는 수달,이 방식이 맞나요?
2026-01-13 05:33:55,밤샘개발자,다들 점심 뭐 드셨어요
2026-01-13 05:37:32,밤샘개발자,요즘 클로드 코드 진짜 좋네요
2026-01-13 05:51:20,논쟁왕,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-13 05:58:51,오픈소스러,베타 테스터 모집합니다
2026-01-13 05:59:56,코드짜는 곰,오라클 프리티어 쓰는 중
2026-01-13 06:11:23,디자인하는나무,커피 한 잔 하고 갑니다
2026-01-13 06:14:13,오픈소스러,커피 한 잔 하고 갑니다
2026-01-13 06:14:41,취준생J,저희 서비스 피드백 부탁드려요
2026-01-13 06:23:40,클라우드덕후,토큰 값이 부담이네요 ㅠㅠ
2026-01-13 06:34:55,논쟁왕,로컬 모델 돌려보신 분?
2026-01-13 06:47:03,프롬프트냥이,저희 서비스 피드백 부탁드려요
2026-01-13 06:53:06,프로덕트메이커,무슨 라이브러리 쓰세요?
2026-01-13 07:06:54,코드짜는 곰,에러 나는데 봐주실 분?
